company_name,ticker_symbol,market_cap,url
"CB Financial Services, Inc. Common Stock",CBFV,"117,980,421",https://www.nasdaq.com/market-activity/stocks/cbfv
Eastern Company (The) Common Stock,EML,"117,906,006",https://www.nasdaq.com/market-activity/stocks/eml
"ECB Bancorp, Inc. Common Stock",ECBK,"117,640,135",https://www.nasdaq.com/market-activity/stocks/ecbk
Algoma Steel Group Inc. Warrant,ASTLW,"117,589,704",https://www.nasdaq.com/market-activity/stocks/astlw
Galectin Therapeutics Inc. Common Stock,GALT,"117,512,448",https://www.nasdaq.com/market-activity/stocks/galt
Silicom Ltd Ordinary Shares,SILC,"117,218,400",https://www.nasdaq.com/market-activity/stocks/silc
Envela Corporation Common Stock,ELA,"116,946,000",https://www.nasdaq.com/market-activity/stocks/ela
Ultralife Corporation Common Stock,ULBI,"116,831,808",https://www.nasdaq.com/market-activity/stocks/ulbi
ICZOOM Group Inc. Class A Ordinary Shares,IZM,"116,791,290",https://www.nasdaq.com/market-activity/stocks/izm
"Achieve Life Sciences, Inc. Common Shares",ACHV,"116,623,338",https://www.nasdaq.com/market-activity/stocks/achv
"AG Mortgage Investment Trust, Inc. Common Stock",MITT,"116,351,152",https://www.nasdaq.com/market-activity/stocks/mitt
E-Home Household Service Holdings Limited Ordinary Shares,EJH,"115,808,076",https://www.nasdaq.com/market-activity/stocks/ejh
Beneficient Class A Common Stock,BENF,"115,790,665",https://www.nasdaq.com/market-activity/stocks/benf
"Modiv Industrial, Inc. Class C Common Stock",MDV,"115,749,605",https://www.nasdaq.com/market-activity/stocks/mdv
Altisource Portfolio Solutions S.A. Common Stock,ASPS,"115,242,949",https://www.nasdaq.com/market-activity/stocks/asps
"Unifi, Inc. New Common Stock",UFI,"114,859,276",https://www.nasdaq.com/market-activity/stocks/ufi
QuantaSing Group Limited American Depositary Shares,QSG,"114,828,796",https://www.nasdaq.com/market-activity/stocks/qsg
"First Guaranty Bancshares, Inc. Common Stock",FGBI,"114,768,073",https://www.nasdaq.com/market-activity/stocks/fgbi
"First Financial Northwest, Inc. Common Stock",FFNW,"114,652,080",https://www.nasdaq.com/market-activity/stocks/ffnw
Hyliion Holdings Corp. Class A Common Stock,HYLN,"114,243,409",https://www.nasdaq.com/market-activity/stocks/hyln
"Citizens Community Bancorp, Inc. Common Stock",CZWI,"114,102,192",https://www.nasdaq.com/market-activity/stocks/czwi
BankFinancial Corporation Common Stock,BFIN,"114,055,775",https://www.nasdaq.com/market-activity/stocks/bfin
"Capricor Therapeutics, Inc. Common Stock",CAPR,"113,625,687",https://www.nasdaq.com/market-activity/stocks/capr
Epsilon Energy Ltd. Common Share,EPSN,"113,461,448",https://www.nasdaq.com/market-activity/stocks/epsn
"Cartesian Therapeutics, Inc. Common Stock",RNAC,"113,299,053",https://www.nasdaq.com/market-activity/stocks/rnac
Ohio Valley Banc Corp. Common Stock,OVBC,"113,123,228",https://www.nasdaq.com/market-activity/stocks/ovbc
"LINKBANCORP, Inc. Common Stock",LNKB,"113,052,575",https://www.nasdaq.com/market-activity/stocks/lnkb
Generation Bio Co. Common Stock,GBIO,"112,993,409",https://www.nasdaq.com/market-activity/stocks/gbio
Landmark Bancorp Inc. Common Stock,LARK,"112,925,183",https://www.nasdaq.com/market-activity/stocks/lark
"Lument Finance Trust, Inc. Common Stock",LFT,"112,819,288",https://www.nasdaq.com/market-activity/stocks/lft
a.k.a. Brands Holding Corp. Common Stock,AKA,"112,648,426",https://www.nasdaq.com/market-activity/stocks/aka
Hovnanian Enterprises Inc Dep Shr Srs A Pfd,HOVNP,"112,600,488",https://www.nasdaq.com/market-activity/stocks/hovnp
"Lazydays Holdings, Inc. Common Stock",LAZY,"112,364,576",https://www.nasdaq.com/market-activity/stocks/lazy
Genetron Holdings Limited ADS,GTH,"112,299,745",https://www.nasdaq.com/market-activity/stocks/gth
"Acrivon Therapeutics, Inc. Common Stock",ACRV,"111,637,364",https://www.nasdaq.com/market-activity/stocks/acrv
"AstroNova, Inc. Common Stock",ALOT,"111,417,657",https://www.nasdaq.com/market-activity/stocks/alot
"Cyteir Therapeutics, Inc. Common Stock",CYT,"111,234,030",https://www.nasdaq.com/market-activity/stocks/cyt
Cross Timbers Royalty Trust Common Stock,CRT,"111,000,000",https://www.nasdaq.com/market-activity/stocks/crt
Zentek Ltd. Common Stock,ZTEK,"110,970,331",https://www.nasdaq.com/market-activity/stocks/ztek
"Outlook Therapeutics, Inc. Common Stock",OTLK,"110,942,451",https://www.nasdaq.com/market-activity/stocks/otlk
DiaMedica Therapeutics Inc. Common Stock,DMAC,"110,824,836",https://www.nasdaq.com/market-activity/stocks/dmac
"Origin Materials, Inc. Common Stock",ORGN,"110,618,868",https://www.nasdaq.com/market-activity/stocks/orgn
"Lakeland Industries, Inc. Common Stock",LAKE,"110,545,003",https://www.nasdaq.com/market-activity/stocks/lake
"Nautilus Biotechnolgy, Inc. Common Stock",NAUT,"110,539,039",https://www.nasdaq.com/market-activity/stocks/naut
"Perma-Fix Environmental Services, Inc. Common Stock",PESI,"110,268,005",https://www.nasdaq.com/market-activity/stocks/pesi
Mynaric AG American Depository Shares,MYNA,"110,193,521",https://www.nasdaq.com/market-activity/stocks/myna
"Eagle Bancorp Montana, Inc. Common Stock",EBMT,"110,036,518",https://www.nasdaq.com/market-activity/stocks/ebmt
John Hancock Investors Trust Common Stock,JHI,"109,918,956",https://www.nasdaq.com/market-activity/stocks/jhi
"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",STG,"109,849,183",https://www.nasdaq.com/market-activity/stocks/stg
"China Automotive Systems, Inc. Common Stock",CAAS,"109,574,098",https://www.nasdaq.com/market-activity/stocks/caas
BioLineRx Ltd. American Depositary Shares,BLRX,"109,524,461",https://www.nasdaq.com/market-activity/stocks/blrx
Sangoma Technologies Corporation Common Shares,SANG,"109,507,860",https://www.nasdaq.com/market-activity/stocks/sang
Cipher Mining Inc. Warrant,CIFRW,"109,503,831",https://www.nasdaq.com/market-activity/stocks/cifrw
CF Bankshares Inc. Common Stock,CFBK,"109,281,422",https://www.nasdaq.com/market-activity/stocks/cfbk
Rallybio Corporation Common Stock,RLYB,"109,223,807",https://www.nasdaq.com/market-activity/stocks/rlyb
"Seer, Inc. Class A Common Stock",SEER,"109,141,114",https://www.nasdaq.com/market-activity/stocks/seer
MFS High Income Municipal Trust Common Stock,CXE,"109,079,175",https://www.nasdaq.com/market-activity/stocks/cxe
"Intevac, Inc. Common Stock",IVAC,"108,922,365",https://www.nasdaq.com/market-activity/stocks/ivac
"KORU Medical Systems, Inc. Common Stock (DE)",KRMD,"108,921,428",https://www.nasdaq.com/market-activity/stocks/krmd
Platinum Group Metals Ltd. Ordinary Shares (Canada),PLG,"108,519,276",https://www.nasdaq.com/market-activity/stocks/plg
"Longboard Pharmaceuticals, Inc. Common Stock",LBPH,"108,311,910",https://www.nasdaq.com/market-activity/stocks/lbph
Kinnate Biopharma Inc. Common Stock,KNTE,"107,888,078",https://www.nasdaq.com/market-activity/stocks/knte
Journey Medical Corporation Common Stock,DERM,"107,719,173",https://www.nasdaq.com/market-activity/stocks/derm
NioCorp Developments Ltd. Common Stock,NB,"107,712,410",https://www.nasdaq.com/market-activity/stocks/nb
"Vaxart, Inc Common Stock",VXRT,"107,567,479",https://www.nasdaq.com/market-activity/stocks/vxrt
"Workhorse Group, Inc. Common Stock",WKHS,"107,500,452",https://www.nasdaq.com/market-activity/stocks/wkhs
Cherry Hill Mortgage Investment Corporation Common Stock,CHMI,"107,372,746",https://www.nasdaq.com/market-activity/stocks/chmi
Organigram Holdings Inc. Common Shares,OGI,"107,055,187",https://www.nasdaq.com/market-activity/stocks/ogi
Eaton Vance Senior Income Trust Common Stock,EVF,"106,987,034",https://www.nasdaq.com/market-activity/stocks/evf
TRX Gold Corporation Common Stock,TRX,"106,941,272",https://www.nasdaq.com/market-activity/stocks/trx
CSP Inc. Common Stock,CSPI,"106,370,393",https://www.nasdaq.com/market-activity/stocks/cspi
Cybin Inc. Common Shares,CYBN,"106,221,441",https://www.nasdaq.com/market-activity/stocks/cybn
"BGSF, Inc. Common Stock",BGSF,"106,210,194",https://www.nasdaq.com/market-activity/stocks/bgsf
"Pixie Dust Technologies, Inc. American Depositary Shares",PXDT,"106,003,345",https://www.nasdaq.com/market-activity/stocks/pxdt
"First Savings Financial Group, Inc. Common Stock",FSFG,"105,735,183",https://www.nasdaq.com/market-activity/stocks/fsfg
Veru Inc. Common Stock,VERU,"105,628,114",https://www.nasdaq.com/market-activity/stocks/veru
Myomo Inc. Common Stock,MYO,"105,534,488",https://www.nasdaq.com/market-activity/stocks/myo
"Annovis Bio, Inc. Common Stock",ANVS,"105,496,166",https://www.nasdaq.com/market-activity/stocks/anvs
"TriSalus Life Sciences, Inc. Common Stock",TLSI,"105,266,724",https://www.nasdaq.com/market-activity/stocks/tlsi
"Werewolf Therapeutics, Inc. Common Stock",HOWL,"104,957,519",https://www.nasdaq.com/market-activity/stocks/howl
AMREP Corporation Common Stock,AXR,"104,740,910",https://www.nasdaq.com/market-activity/stocks/axr
Social Leverage Acquisition Corp I Class A Common Stock,SLAC,"104,672,338",https://www.nasdaq.com/market-activity/stocks/slac
"Social Leverage Acquisition Corp I Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant",SLACU,"104,468,695",https://www.nasdaq.com/market-activity/stocks/slacu
Brightcove Inc. Common Stock,BCOV,"104,332,870",https://www.nasdaq.com/market-activity/stocks/bcov
"LL Flooring Holdings, Inc. Common Stock",LL,"104,007,474",https://www.nasdaq.com/market-activity/stocks/ll
Dynagas LNG Partners LP Common Units,DLNG,"103,782,337",https://www.nasdaq.com/market-activity/stocks/dlng
"Inovio Pharmaceuticals, Inc. Common Stock",INO,"103,734,841",https://www.nasdaq.com/market-activity/stocks/ino
"GlycoMimetics, Inc. Common Stock",GLYC,"103,673,203",https://www.nasdaq.com/market-activity/stocks/glyc
SuRo Capital Corp. Common Stock,SSSS,"103,609,434",https://www.nasdaq.com/market-activity/stocks/ssss
Canterbury Park Holding Corporation 'New' Common Stock,CPHC,"103,471,578",https://www.nasdaq.com/market-activity/stocks/cphc
"Assertio Holdings, Inc. Common Stock",ASRT,"103,188,690",https://www.nasdaq.com/market-activity/stocks/asrt
Payoneer Global Inc. Warrant,PAYOW,"103,115,414",https://www.nasdaq.com/market-activity/stocks/payow
"Danimer Scientific, Inc. Common Stock",DNMR,"103,055,620",https://www.nasdaq.com/market-activity/stocks/dnmr
Oportun Financial Corporation Common Stock,OPRT,"103,032,818",https://www.nasdaq.com/market-activity/stocks/oprt
"Oncolytics Biotech, Inc. Common Shares",ONCY,"102,716,386",https://www.nasdaq.com/market-activity/stocks/oncy
MFS Government Markets Income Trust Common Stock,MGF,"102,681,788",https://www.nasdaq.com/market-activity/stocks/mgf
Scienjoy Holding Corporation Class A Ordinary Shares,SJ,"102,489,018",https://www.nasdaq.com/market-activity/stocks/sj
"KVH Industries, Inc. Common Stock",KVHI,"102,368,324",https://www.nasdaq.com/market-activity/stocks/kvhi
Westwood Holdings Group Inc Common Stock,WHG,"102,248,512",https://www.nasdaq.com/market-activity/stocks/whg
Solid Biosciences Inc. Common Stock,SLDB,"102,097,846",https://www.nasdaq.com/market-activity/stocks/sldb
"Carisma Therapeutics, Inc. Common Stock",CARM,"101,699,151",https://www.nasdaq.com/market-activity/stocks/carm
AXT Inc Common Stock,AXTI,"101,691,249",https://www.nasdaq.com/market-activity/stocks/axti
"American Outdoor Brands, Inc. Common Stock",AOUT,"101,682,187",https://www.nasdaq.com/market-activity/stocks/aout
"SB Financial Group, Inc. Common Stock",SBFG,"101,586,690",https://www.nasdaq.com/market-activity/stocks/sbfg
Northern Technologies International Corporation Common Stock,NTIC,"101,535,241",https://www.nasdaq.com/market-activity/stocks/ntic
CI&T Inc Class A Common Shares,CINT,"101,447,600",https://www.nasdaq.com/market-activity/stocks/cint
Container Store (The) Common Stock,TCS,"101,375,377",https://www.nasdaq.com/market-activity/stocks/tcs
NextNav Inc. Warrant,NNAVW,"101,324,990",https://www.nasdaq.com/market-activity/stocks/nnavw
Vox Royalty Corp. Common Stock,VOXR,"101,026,983",https://www.nasdaq.com/market-activity/stocks/voxr
FAT Brands Inc. Class A Common Stock,FAT,"100,735,938",https://www.nasdaq.com/market-activity/stocks/fat
"Shattuck Labs, Inc. Common Stock",STTK,"100,690,599",https://www.nasdaq.com/market-activity/stocks/sttk
ChromaDex Corporation Common Stock,CDXC,"100,666,720",https://www.nasdaq.com/market-activity/stocks/cdxc
VCI Global Limited Ordinary Share,VCIG,"100,118,924",https://www.nasdaq.com/market-activity/stocks/vcig
Midwest Holding Inc. Common Stock,MDWT,"100,056,914",https://www.nasdaq.com/market-activity/stocks/mdwt
Drilling Tools International Corporation Common Stock,DTI,"100,022,388",https://www.nasdaq.com/market-activity/stocks/dti
"Flexsteel Industries, Inc. Common Stock",FLXS,"99,764,962",https://www.nasdaq.com/market-activity/stocks/flxs
"Ocugen, Inc. Common Stock",OCGN,"99,676,846",https://www.nasdaq.com/market-activity/stocks/ocgn
Universal Electronics Inc. Common Stock,UEIC,"99,472,458",https://www.nasdaq.com/market-activity/stocks/ueic
Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,EARN,"99,441,704",https://www.nasdaq.com/market-activity/stocks/earn
"MicroAlgo, Inc. Ordinary Shares",MLGO,"99,116,165",https://www.nasdaq.com/market-activity/stocks/mlgo
Friedman Industries Inc. Common Stock,FRD,"99,050,037",https://www.nasdaq.com/market-activity/stocks/frd
Tuniu Corporation American Depositary Shares,TOUR,"99,034,563",https://www.nasdaq.com/market-activity/stocks/tour
Milestone Pharmaceuticals Inc. Common Shares,MIST,"98,775,177",https://www.nasdaq.com/market-activity/stocks/mist
Focus Universal Inc. Common Stock,FCUV,"98,529,162",https://www.nasdaq.com/market-activity/stocks/fcuv
Karyopharm Therapeutics Inc. Common Stock,KPTI,"98,499,232",https://www.nasdaq.com/market-activity/stocks/kpti
"CytomX Therapeutics, Inc. Common Stock",CTMX,"98,473,689",https://www.nasdaq.com/market-activity/stocks/ctmx
"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",RMI,"98,326,141",https://www.nasdaq.com/market-activity/stocks/rmi
Xunlei Limited American Depositary Shares,XNET,"98,164,416",https://www.nasdaq.com/market-activity/stocks/xnet
"Vaxxinity, Inc. Class A Common Stock",VAXX,"98,101,345",https://www.nasdaq.com/market-activity/stocks/vaxx
Alithya Group inc. Class A Subordinate Voting Shares,ALYA,"97,998,922",https://www.nasdaq.com/market-activity/stocks/alya
"Frequency Electronics, Inc. Common Stock",FEIM,"97,844,279",https://www.nasdaq.com/market-activity/stocks/feim
Heritage Global Inc. Common Stock,HGBL,"97,709,560",https://www.nasdaq.com/market-activity/stocks/hgbl
"Armata Pharmaceuticals, Inc. Common Stock",ARMP,"97,595,750",https://www.nasdaq.com/market-activity/stocks/armp
"LiveOne, Inc. Common Stock",LVO,"97,557,414",https://www.nasdaq.com/market-activity/stocks/lvo
Martin Midstream Partners L.P. Limited Partnership,MMLP,"97,287,015",https://www.nasdaq.com/market-activity/stocks/mmlp
Bridgford Foods Corporation Common Stock,BRID,"96,940,566",https://www.nasdaq.com/market-activity/stocks/brid
"Vroom, Inc. Common Stock",VRM,"96,832,012",https://www.nasdaq.com/market-activity/stocks/vrm
"Evolv Technologies Holdings, Inc. Warrant",EVLVW,"96,726,158",https://www.nasdaq.com/market-activity/stocks/evlvw
Electrovaya Inc. Common Shares,ELVA,"96,633,867",https://www.nasdaq.com/market-activity/stocks/elva
Nektar Therapeutics Common Stock,NKTR,"96,529,906",https://www.nasdaq.com/market-activity/stocks/nktr
"VirTra, Inc. Common Stock",VTSI,"96,190,954",https://www.nasdaq.com/market-activity/stocks/vtsi
Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,GGZ,"96,172,122",https://www.nasdaq.com/market-activity/stocks/ggz
"Sound Financial Bancorp, Inc. Common Stock",SFBC,"96,069,642",https://www.nasdaq.com/market-activity/stocks/sfbc
"TPI Composites, Inc. Common Stock",TPIC,"95,785,263",https://www.nasdaq.com/market-activity/stocks/tpic
"Affinity Bancshares, Inc. Common Stock (MD)",AFBI,"95,760,752",https://www.nasdaq.com/market-activity/stocks/afbi
"YanGuFang International Group Co., Ltd. Ordinary Shares",YGF,"95,680,000",https://www.nasdaq.com/market-activity/stocks/ygf
"SYLA Technologies Co., Ltd. American Depositary Shares",SYT,"95,556,111",https://www.nasdaq.com/market-activity/stocks/syt
Genenta Science S.p.A. American Depositary Shares,GNTA,"95,381,647",https://www.nasdaq.com/market-activity/stocks/gnta
"Immix Biopharma, Inc. Common Stock",IMMX,"95,362,675",https://www.nasdaq.com/market-activity/stocks/immx
"Atossa Therapeutics, Inc. Common Stock",ATOS,"94,379,021",https://www.nasdaq.com/market-activity/stocks/atos
"Intensity Therapeutics, Inc. Common stock",INTS,"94,320,514",https://www.nasdaq.com/market-activity/stocks/ints
U.S. GoldMining Inc. Common stock,USGO,"94,230,188",https://www.nasdaq.com/market-activity/stocks/usgo
"Corvus Pharmaceuticals, Inc. Common Stock",CRVS,"94,154,077",https://www.nasdaq.com/market-activity/stocks/crvs
BrainsWay Ltd. American Depositary Shares,BWAY,"94,036,707",https://www.nasdaq.com/market-activity/stocks/bway
"Yatra Online, Inc. Ordinary Shares",YTRA,"93,925,445",https://www.nasdaq.com/market-activity/stocks/ytra
Dave Inc. Class A Common Stock,DAVE,"93,906,631",https://www.nasdaq.com/market-activity/stocks/dave
"CASI Pharmaceuticals, Inc. Ordinary Shares",CASI,"93,772,800",https://www.nasdaq.com/market-activity/stocks/casi
ASP Isotopes Inc. Common Stock,ASPI,"93,644,690",https://www.nasdaq.com/market-activity/stocks/aspi
