company_name,ticker_symbol,market_cap,url
"National Bankshares, Inc. Common Stock",NKSH,"170,271,257",https://www.nasdaq.com/market-activity/stocks/nksh
"Natural Gas Services Group, Inc. Common Stock",NGS,"170,266,527",https://www.nasdaq.com/market-activity/stocks/ngs
"Esperion Therapeutics, Inc. Common Stock",ESPR,"169,439,500",https://www.nasdaq.com/market-activity/stocks/espr
Westrock Coffee Company Warrants,WESTW,"169,035,233",https://www.nasdaq.com/market-activity/stocks/westw
"Computer Task Group, Inc. Common Stock",CTG,"168,831,976",https://www.nasdaq.com/market-activity/stocks/ctg
Core Molding Technologies Inc Common Stock,CMT,"168,609,130",https://www.nasdaq.com/market-activity/stocks/cmt
LCNB Corporation Common Stock,LCNB,"168,418,450",https://www.nasdaq.com/market-activity/stocks/lcnb
GrowGeneration Corp. Common Stock,GRWG,"167,379,830",https://www.nasdaq.com/market-activity/stocks/grwg
"Loop Industries, Inc. Common Stock",LOOP,"167,274,578",https://www.nasdaq.com/market-activity/stocks/loop
"Theseus Pharmaceuticals, Inc. Common Stock",THRX,"167,189,910",https://www.nasdaq.com/market-activity/stocks/thrx
"Red Robin Gourmet Burgers, Inc. Common Stock",RRGB,"166,719,600",https://www.nasdaq.com/market-activity/stocks/rrgb
"Townsquare Media, Inc. Class A Common Stock",TSQ,"166,712,854",https://www.nasdaq.com/market-activity/stocks/tsq
Niu Technologies American Depositary Shares,NIU,"166,602,487",https://www.nasdaq.com/market-activity/stocks/niu
Zomedica Corp. Common Shares,ZOM,"166,591,444",https://www.nasdaq.com/market-activity/stocks/zom
Franklin Universal Trust Common Stock,FT,"166,373,138",https://www.nasdaq.com/market-activity/stocks/ft
Mesoblast Limited American Depositary Shares,MESO,"165,987,032",https://www.nasdaq.com/market-activity/stocks/meso
PepGen Inc. Common Stock,PEPG,"165,980,423",https://www.nasdaq.com/market-activity/stocks/pepg
"Northern Dynasty Minerals, Ltd. Common Stock",NAK,"165,865,902",https://www.nasdaq.com/market-activity/stocks/nak
Kodiak Sciences Inc Common Stock,KOD,"165,812,440",https://www.nasdaq.com/market-activity/stocks/kod
Tredegar Corporation Common Stock,TG,"165,505,549",https://www.nasdaq.com/market-activity/stocks/tg
LuxUrban Hotels Inc. Common Stock,LUXH,"165,394,493",https://www.nasdaq.com/market-activity/stocks/luxh
"Xtant Medical Holdings, Inc. Common Stock",XTNT,"165,240,018",https://www.nasdaq.com/market-activity/stocks/xtnt
"ClearPoint Neuro, Inc. Common Stock",CLPT,"164,957,799",https://www.nasdaq.com/market-activity/stocks/clpt
"Vericity, Inc. Common Stock",VERY,"164,517,500",https://www.nasdaq.com/market-activity/stocks/very
"First Western Financial, Inc. Common Stock",MYFW,"164,462,427",https://www.nasdaq.com/market-activity/stocks/myfw
QuickLogic Corporation Common Stock,QUIK,"164,417,701",https://www.nasdaq.com/market-activity/stocks/quik
Invitae Corporation Common Stock,NVTA,"163,988,502",https://www.nasdaq.com/market-activity/stocks/nvta
10X Capital Venture Acquisition Corp. III Class A Ordinary Shares,VCXB,"163,346,701",https://www.nasdaq.com/market-activity/stocks/vcxb
"G1 Therapeutics, Inc. Common Stock",GTHX,"162,789,121",https://www.nasdaq.com/market-activity/stocks/gthx
Metalla Royalty & Streaming Ltd. Common Shares,MTA,"162,217,348",https://www.nasdaq.com/market-activity/stocks/mta
Ault Disruptive Technologies Corporation Common Stock,ADRT,"162,150,000",https://www.nasdaq.com/market-activity/stocks/adrt
"Allbirds, Inc. Class A Common Stock",BIRD,"162,022,600",https://www.nasdaq.com/market-activity/stocks/bird
Ecofin Sustainable and Social Impact Term Fund,TEAF,"161,758,613",https://www.nasdaq.com/market-activity/stocks/teaf
ProQR Therapeutics N.V. Ordinary Shares,PRQR,"161,640,000",https://www.nasdaq.com/market-activity/stocks/prqr
Omeros Corporation Common Stock,OMER,"161,564,312",https://www.nasdaq.com/market-activity/stocks/omer
Verrica Pharmaceuticals Inc. Common Stock,VRCA,"161,107,238",https://www.nasdaq.com/market-activity/stocks/vrca
Portman Ridge Finance Corporation Common Stock,PTMN,"161,072,492",https://www.nasdaq.com/market-activity/stocks/ptmn
"FG Financial Group, Inc. 8.00% Cumulative Preferred Stock",FGFPP,"161,023,683",https://www.nasdaq.com/market-activity/stocks/fgfpp
Pagaya Technologies Ltd. Warrants,PGYWW,"160,578,224",https://www.nasdaq.com/market-activity/stocks/pgyww
"Acumen Pharmaceuticals, Inc. Common Stock",ABOS,"160,411,977",https://www.nasdaq.com/market-activity/stocks/abos
PDS Biotechnology Corporation Common Stock,PDSB,"160,204,979",https://www.nasdaq.com/market-activity/stocks/pdsb
inTest Corporation Common Stock,INTT,"160,042,866",https://www.nasdaq.com/market-activity/stocks/intt
XIAO-I Corporation American Depositary Shares,AIXI,"159,943,843",https://www.nasdaq.com/market-activity/stocks/aixi
"Evans Bancorp, Inc. Common Stock",EVBN,"159,627,334",https://www.nasdaq.com/market-activity/stocks/evbn
"Vacasa, Inc. Class A Common Stock",VCSA,"159,572,258",https://www.nasdaq.com/market-activity/stocks/vcsa
Ceragon Networks Ltd. Ordinary Shares,CRNT,"159,440,400",https://www.nasdaq.com/market-activity/stocks/crnt
"Codexis, Inc. Common Stock",CDXS,"159,212,854",https://www.nasdaq.com/market-activity/stocks/cdxs
Freightos Limited Ordinary shares,CRGO,"158,924,000",https://www.nasdaq.com/market-activity/stocks/crgo
Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,CBH,"158,893,294",https://www.nasdaq.com/market-activity/stocks/cbh
"Stereotaxis, Inc. Common Stock",STXS,"158,533,740",https://www.nasdaq.com/market-activity/stocks/stxs
"Spire Global, Inc. Class A Common Stock",SPIR,"158,532,060",https://www.nasdaq.com/market-activity/stocks/spir
Monroe Capital Corporation Common Stock,MRCC,"158,380,945",https://www.nasdaq.com/market-activity/stocks/mrcc
"Gritstone bio, Inc. Common Stock",GRTS,"158,267,811",https://www.nasdaq.com/market-activity/stocks/grts
"Allurion Technologies, Inc. Common Stock",ALUR,"157,725,534",https://www.nasdaq.com/market-activity/stocks/alur
"Universal Stainless & Alloy Products, Inc. Common Stock",USAP,"157,681,051",https://www.nasdaq.com/market-activity/stocks/usap
"Rani Therapeutics Holdings, Inc. Class A Common Stock",RANI,"156,989,035",https://www.nasdaq.com/market-activity/stocks/rani
"2seventy bio, Inc. Common Stock",TSVT,"156,936,279",https://www.nasdaq.com/market-activity/stocks/tsvt
"Bassett Furniture Industries, Incorporated Common Stock",BSET,"156,907,658",https://www.nasdaq.com/market-activity/stocks/bset
Shimmick Corporation Common Stock,SHIM,"156,532,405",https://www.nasdaq.com/market-activity/stocks/shim
"Gabelli Multi-Media Trust, Inc. (The) Common Stock",GGT,"156,403,066",https://www.nasdaq.com/market-activity/stocks/ggt
DBV Technologies S.A. American Depositary Shares,DBVT,"156,353,352",https://www.nasdaq.com/market-activity/stocks/dbvt
"Root, Inc. Class A Common Stock",ROOT,"156,220,000",https://www.nasdaq.com/market-activity/stocks/root
Barings Participation Investors Common Stock,MPV,"155,844,990",https://www.nasdaq.com/market-activity/stocks/mpv
Putnam Master Intermediate Income Trust Common Stock,PIM,"155,785,521",https://www.nasdaq.com/market-activity/stocks/pim
SKYX Platforms Corp. Common Stock,SKYX,"155,761,238",https://www.nasdaq.com/market-activity/stocks/skyx
"Sportsman's Warehouse Holdings, Inc. Common Stock",SPWH,"155,523,618",https://www.nasdaq.com/market-activity/stocks/spwh
"Black Diamond Therapeutics, Inc. Common Stock",BDTX,"154,905,552",https://www.nasdaq.com/market-activity/stocks/bdtx
Molecular Partners AG American Depositary Shares,MOLN,"154,732,714",https://www.nasdaq.com/market-activity/stocks/moln
"The ONE Group Hospitality, Inc. Common Stock",STKS,"154,490,314",https://www.nasdaq.com/market-activity/stocks/stks
M3-Brigade Acquisition II Corp. Class A Common Stock,MBAC,"153,946,629",https://www.nasdaq.com/market-activity/stocks/mbac
"KLX Energy Services Holdings, Inc. Common Stock",KLXE,"153,901,712",https://www.nasdaq.com/market-activity/stocks/klxe
"Ebix, Inc. Common Stock",EBIX,"153,889,171",https://www.nasdaq.com/market-activity/stocks/ebix
"PetMed Express, Inc. Common Stock",PETS,"153,315,794",https://www.nasdaq.com/market-activity/stocks/pets
"Citizens, Inc. Class A Common Stock ($1.00 Par)",CIA,"153,117,376",https://www.nasdaq.com/market-activity/stocks/cia
Smart Share Global Limited American Depositary Shares,EM,"152,917,391",https://www.nasdaq.com/market-activity/stocks/em
OFS Capital Corporation Common Stock,OFS,"152,872,070",https://www.nasdaq.com/market-activity/stocks/ofs
The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,GRX,"152,469,319",https://www.nasdaq.com/market-activity/stocks/grx
"Larimar Therapeutics, Inc. Common Stock",LRMR,"152,353,483",https://www.nasdaq.com/market-activity/stocks/lrmr
Geospace Technologies Corporation Common Stock (Texas),GEOS,"151,375,199",https://www.nasdaq.com/market-activity/stocks/geos
"Harpoon Therapeutics, Inc. Common Stock",HARP,"151,374,512",https://www.nasdaq.com/market-activity/stocks/harp
"Peoples Bancorp of North Carolina, Inc. Common Stock",PEBK,"151,360,186",https://www.nasdaq.com/market-activity/stocks/pebk
"Greenwich LifeSciences, Inc. Common Stock",GLSI,"151,351,384",https://www.nasdaq.com/market-activity/stocks/glsi
"Safety Shot, Inc. Common Stock",SHOT,"151,307,575",https://www.nasdaq.com/market-activity/stocks/shot
"Computer Programs and Systems, Inc. Common Stock",CPSI,"151,307,270",https://www.nasdaq.com/market-activity/stocks/cpsi
Braemar Hotels & Resorts Inc. Common Stock,BHR,"151,126,015",https://www.nasdaq.com/market-activity/stocks/bhr
"Emeren Group Ltd American Depositary Shares, each representing 10 shares",SOL,"150,687,103",https://www.nasdaq.com/market-activity/stocks/sol
"Hawthorn Bancshares, Inc. Common Stock",HWBK,"150,641,512",https://www.nasdaq.com/market-activity/stocks/hwbk
"Babcock & Wilcox Enterprises, Inc. Common Stock",BW,"150,143,965",https://www.nasdaq.com/market-activity/stocks/bw
"BV Financial, Inc. Common Stock",BVFL,"150,046,842",https://www.nasdaq.com/market-activity/stocks/bvfl
FinWise Bancorp Common Stock,FINW,"149,922,780",https://www.nasdaq.com/market-activity/stocks/finw
Noodles & Company Class A Common Stock,NDLS,"149,613,600",https://www.nasdaq.com/market-activity/stocks/ndls
Vor Biopharma Inc. Common Stock,VOR,"149,172,511",https://www.nasdaq.com/market-activity/stocks/vor
"Via Renewables, Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",VIASP,"149,138,295",https://www.nasdaq.com/market-activity/stocks/viasp
TOP Financial Group Limited Ordinary Shares,TOP,"148,962,500",https://www.nasdaq.com/market-activity/stocks/top
"Codere Online Luxembourg, S.A. Ordinary Shares",CDRO,"148,584,000",https://www.nasdaq.com/market-activity/stocks/cdro
"CNFinance Holdings Limited American Depositary Shares, each representing twenty (20) Ordinary Shares",CNF,"147,451,648",https://www.nasdaq.com/market-activity/stocks/cnf
"American Public Education, Inc. Common Stock",APEI,"147,426,168",https://www.nasdaq.com/market-activity/stocks/apei
"X4 Pharmaceuticals, Inc. Common Stock",XFOR,"147,266,451",https://www.nasdaq.com/market-activity/stocks/xfor
"Star Equity Holdings, Inc. Series A Cumulative Perpetual Preferred Stock",STRRP,"147,183,818",https://www.nasdaq.com/market-activity/stocks/strrp
First United Corporation Common Stock,FUNC,"146,896,297",https://www.nasdaq.com/market-activity/stocks/func
First Northwest Bancorp Common Stock,FNWB,"146,296,472",https://www.nasdaq.com/market-activity/stocks/fnwb
Meridian Corporation Common Stock,MRBK,"146,204,983",https://www.nasdaq.com/market-activity/stocks/mrbk
"Penns Woods Bancorp, Inc. Common Stock",PWOD,"146,136,420",https://www.nasdaq.com/market-activity/stocks/pwod
Caesarstone Ltd. Ordinary Shares,CSTE,"145,977,300",https://www.nasdaq.com/market-activity/stocks/cste
First Community Corporation Common Stock,FCCO,"145,908,768",https://www.nasdaq.com/market-activity/stocks/fcco
"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",ATNM,"145,839,506",https://www.nasdaq.com/market-activity/stocks/atnm
Markforged Holding Corporation Common Stock,MKFG,"145,636,666",https://www.nasdaq.com/market-activity/stocks/mkfg
"Manitex International, Inc. Common Stock",MNTX,"145,612,692",https://www.nasdaq.com/market-activity/stocks/mntx
"Orion Group Holdings, Inc. Common",ORN,"145,235,262",https://www.nasdaq.com/market-activity/stocks/orn
"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",MIXT,"145,153,397",https://www.nasdaq.com/market-activity/stocks/mixt
Franklin Financial Services Corporation Common Stock,FRAF,"144,847,374",https://www.nasdaq.com/market-activity/stocks/fraf
374Water Inc. Common Stock,SCWO,"144,607,147",https://www.nasdaq.com/market-activity/stocks/scwo
"Landcadia Holdings IV, Inc. Class A Common Stock",LCA,"144,534,111",https://www.nasdaq.com/market-activity/stocks/lca
"HomeStreet, Inc. Common Stock",HMST,"144,273,122",https://www.nasdaq.com/market-activity/stocks/hmst
"Praxis Precision Medicines, Inc. Common Stock",PRAX,"144,233,268",https://www.nasdaq.com/market-activity/stocks/prax
"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",IH,"144,021,576",https://www.nasdaq.com/market-activity/stocks/ih
"PSQ Holdings, Inc. Class A Common Stock",PSQH,"143,841,603",https://www.nasdaq.com/market-activity/stocks/psqh
Acme United Corporation. Common Stock,ACU,"143,366,949",https://www.nasdaq.com/market-activity/stocks/acu
"Upland Software, Inc. Common Stock",UPLD,"143,135,149",https://www.nasdaq.com/market-activity/stocks/upld
Galiano Gold Inc.,GAU,"143,072,092",https://www.nasdaq.com/market-activity/stocks/gau
"BARK, Inc. Class A Common Stock",BARK,"142,797,205",https://www.nasdaq.com/market-activity/stocks/bark
Zevia PBC Class A Common Stock,ZVIA,"142,680,670",https://www.nasdaq.com/market-activity/stocks/zvia
OP Bancorp Common Stock,OPBK,"142,492,429",https://www.nasdaq.com/market-activity/stocks/opbk
"Century Therapeutics, Inc. Common Stock",IPSC,"142,407,224",https://www.nasdaq.com/market-activity/stocks/ipsc
"Nuvectis Pharma, Inc. Common Stock",NVCT,"141,904,805",https://www.nasdaq.com/market-activity/stocks/nvct
Fonar Corporation Common Stock,FONR,"141,653,124",https://www.nasdaq.com/market-activity/stocks/fonr
Largo Inc. Common Shares,LGO,"141,550,500",https://www.nasdaq.com/market-activity/stocks/lgo
"Biodesix, Inc. Common Stock",BDSX,"141,143,020",https://www.nasdaq.com/market-activity/stocks/bdsx
"Annexon, Inc. Common Stock",ANNX,"141,083,310",https://www.nasdaq.com/market-activity/stocks/annx
Fortune Rise Acquisition Corporation Class A Common Stock,FRLA,"141,082,538",https://www.nasdaq.com/market-activity/stocks/frla
"Seres Therapeutics, Inc. Common Stock",MCRB,"140,890,347",https://www.nasdaq.com/market-activity/stocks/mcrb
"Dianthus Therapeutics, Inc. Common Stock",DNTH,"140,768,739",https://www.nasdaq.com/market-activity/stocks/dnth
Seanergy Maritime Holdings Corp. Common Stock,SHIP,"140,470,200",https://www.nasdaq.com/market-activity/stocks/ship
Cato Corporation (The) Class A Common Stock,CATO,"140,390,818",https://www.nasdaq.com/market-activity/stocks/cato
"Aquestive Therapeutics, Inc. Common Stock",AQST,"140,211,294",https://www.nasdaq.com/market-activity/stocks/aqst
"NN, Inc. Common Stock",NNBR,"140,164,318",https://www.nasdaq.com/market-activity/stocks/nnbr
"Saga Communications, Inc. Class A Common Stock (FL)",SGA,"139,922,638",https://www.nasdaq.com/market-activity/stocks/sga
"Sight Sciences, Inc. Common Stock",SGHT,"139,912,144",https://www.nasdaq.com/market-activity/stocks/sght
"Mama's Creations, Inc. Common Stock",MAMA,"139,663,834",https://www.nasdaq.com/market-activity/stocks/mama
"Lifetime Brands, Inc. Common Stock",LCUT,"139,611,110",https://www.nasdaq.com/market-activity/stocks/lcut
United Security Bancshares Common Stock,UBFO,"139,487,813",https://www.nasdaq.com/market-activity/stocks/ubfo
"Cue Biopharma, Inc. Common Stock",CUE,"139,430,938",https://www.nasdaq.com/market-activity/stocks/cue
The Joint Corp. Common Stock,JYNT,"139,428,012",https://www.nasdaq.com/market-activity/stocks/jynt
Virco Manufacturing Corporation Common Stock,VIRC,"139,115,642",https://www.nasdaq.com/market-activity/stocks/virc
SHL Telemedicine Ltd American Depositary Shares,SHLT,"139,048,362",https://www.nasdaq.com/market-activity/stocks/shlt
MV Oil Trust Units of Beneficial Interests,MVO,"138,920,000",https://www.nasdaq.com/market-activity/stocks/mvo
Skillz Inc. Class A Common Stock,SKLZ,"138,766,360",https://www.nasdaq.com/market-activity/stocks/sklz
"OptiNose, Inc. Common Stock",OPTN,"138,705,300",https://www.nasdaq.com/market-activity/stocks/optn
"Inogen, Inc Common Stock",INGN,"138,448,415",https://www.nasdaq.com/market-activity/stocks/ingn
Big 5 Sporting Goods Corporation Common Stock,BGFV,"137,808,751",https://www.nasdaq.com/market-activity/stocks/bgfv
"111, Inc. American Depositary Shares",YI,"137,803,565",https://www.nasdaq.com/market-activity/stocks/yi
Li-Cycle Holdings Corp. Common Shares,LICY,"136,518,382",https://www.nasdaq.com/market-activity/stocks/licy
Sequans Communications S.A. American Depositary Shares,SQNS,"136,365,668",https://www.nasdaq.com/market-activity/stocks/sqns
"Urban One, Inc. Class D Common Stock",UONEK,"136,315,920",https://www.nasdaq.com/market-activity/stocks/uonek
Riverview Bancorp Inc Common Stock,RVSB,"136,166,227",https://www.nasdaq.com/market-activity/stocks/rvsb
Kolibri Global Energy Inc. Common stock,KGEI,"136,089,742",https://www.nasdaq.com/market-activity/stocks/kgei
"Design Therapeutics, Inc. Common Stock",DSGN,"136,084,841",https://www.nasdaq.com/market-activity/stocks/dsgn
"Sera Prognostics, Inc. Class A Common Stock",SERA,"136,000,462",https://www.nasdaq.com/market-activity/stocks/sera
Great Ajax Corp. Common Stock,AJX,"135,973,594",https://www.nasdaq.com/market-activity/stocks/ajx
"Citius Pharmaceuticals, Inc. Common Stock",CTXR,"135,743,988",https://www.nasdaq.com/market-activity/stocks/ctxr
"TELA Bio, Inc. Common Stock",TELA,"135,667,969",https://www.nasdaq.com/market-activity/stocks/tela
Cellectis S.A. American Depositary Shares,CLLS,"135,657,625",https://www.nasdaq.com/market-activity/stocks/clls
"Tenaya Therapeutics, Inc. Common Stock",TNYA,"135,540,928",https://www.nasdaq.com/market-activity/stocks/tnya
Skillsoft Corp. Class A Common Stock,SKIL,"135,152,785",https://www.nasdaq.com/market-activity/stocks/skil
Regencell Bioscience Holdings Limited Ordinary Shares,RGC,"135,138,613",https://www.nasdaq.com/market-activity/stocks/rgc
Vuzix Corporation Common Stock,VUZI,"134,887,805",https://www.nasdaq.com/market-activity/stocks/vuzi
"Innovative Solutions and Support, Inc. Common Stock",ISSC,"134,690,763",https://www.nasdaq.com/market-activity/stocks/issc
"Whole Earth Brands, Inc. Class A Common Stock",FREE,"134,551,873",https://www.nasdaq.com/market-activity/stocks/free
"Union Bankshares, Inc. Common Stock",UNB,"134,450,343",https://www.nasdaq.com/market-activity/stocks/unb
Travelzoo Common Stock,TZOO,"134,408,485",https://www.nasdaq.com/market-activity/stocks/tzoo
"Nkarta, Inc. Common Stock",NKTX,"133,967,494",https://www.nasdaq.com/market-activity/stocks/nktx
"PCTEL, Inc. Common Stock",PCTI,"133,733,659",https://www.nasdaq.com/market-activity/stocks/pcti
Arlington Asset Investment Corp Class A (new),AAIC,"133,683,267",https://www.nasdaq.com/market-activity/stocks/aaic
Nyxoah SA Ordinary Shares,NYXH,"133,555,600",https://www.nasdaq.com/market-activity/stocks/nyxh
"Cango Inc. American Depositary Shares, each representing two (2) Class A Ordinary Shares",CANG,"133,444,164",https://www.nasdaq.com/market-activity/stocks/cang
"Hurco Companies, Inc. Common Stock",HURC,"133,443,150",https://www.nasdaq.com/market-activity/stocks/hurc
VOC Energy Trust Units of Beneficial Interest,VOC,"132,430,000",https://www.nasdaq.com/market-activity/stocks/voc
"Century Casinos, Inc. Common Stock",CNTY,"132,065,700",https://www.nasdaq.com/market-activity/stocks/cnty
"WM Technology, Inc. Class A Common Stock",MAPS,"131,876,558",https://www.nasdaq.com/market-activity/stocks/maps
Eagle Point Income Company Inc. Common Stock,EIC,"131,750,917",https://www.nasdaq.com/market-activity/stocks/eic
"Purple Innovation, Inc. Common Stock",PRPL,"131,659,854",https://www.nasdaq.com/market-activity/stocks/prpl
Community West Bancshares Common Stock,CWBC,"131,427,133",https://www.nasdaq.com/market-activity/stocks/cwbc
"Richmond Mutual Bancorporation, Inc. Common Stock",RMBI,"131,000,394",https://www.nasdaq.com/market-activity/stocks/rmbi
"G. Willi-Food International, Ltd. Ordinary Shares",WILC,"130,899,094",https://www.nasdaq.com/market-activity/stocks/wilc
ContextLogic Inc. Class A Common Stock,WISH,"130,849,050",https://www.nasdaq.com/market-activity/stocks/wish
"Ventyx Biosciences, Inc. Common Stock",VTYX,"130,496,319",https://www.nasdaq.com/market-activity/stocks/vtyx
"Graphite Bio, Inc. Common Stock",GRPH,"130,492,082",https://www.nasdaq.com/market-activity/stocks/grph
Puyi Inc. American Depository Shares,PUYI,"130,285,732",https://www.nasdaq.com/market-activity/stocks/puyi
Cambium Networks Corporation Ordinary Shares,CMBM,"129,749,446",https://www.nasdaq.com/market-activity/stocks/cmbm
Nutex Health Inc. Common Stock,NUTX,"129,393,770",https://www.nasdaq.com/market-activity/stocks/nutx
So-Young International Inc. American Depository Shares,SY,"129,268,469",https://www.nasdaq.com/market-activity/stocks/sy
"Emergent Biosolutions, Inc. Common Stock",EBS,"128,999,497",https://www.nasdaq.com/market-activity/stocks/ebs
Mind Medicine (MindMed) Inc. Common Shares,MNMD,"128,704,013",https://www.nasdaq.com/market-activity/stocks/mnmd
"Intuitive Machines, Inc. Class A Common Stock",LUNR,"128,690,699",https://www.nasdaq.com/market-activity/stocks/lunr
"Chijet Motor Company, Inc. Ordinary Shares",CJET,"128,448,064",https://www.nasdaq.com/market-activity/stocks/cjet
"Velo3D, Inc. Common Stock",VLD,"128,307,066",https://www.nasdaq.com/market-activity/stocks/vld
"Paysign, Inc. Common Stock",PAYS,"128,193,129",https://www.nasdaq.com/market-activity/stocks/pays
Taboola.com Ltd. Warrant,TBLAW,"128,171,137",https://www.nasdaq.com/market-activity/stocks/tblaw
Khosla Ventures Acquisition Co. Class A Common Stock,KVSA,"128,014,957",https://www.nasdaq.com/market-activity/stocks/kvsa
"Aeva Technologies, Inc. Common Stock",AEVA,"127,922,553",https://www.nasdaq.com/market-activity/stocks/aeva
"Hanover Bancorp, Inc. Common Stock",HNVR,"127,877,336",https://www.nasdaq.com/market-activity/stocks/hnvr
"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",FBIOP,"127,702,484",https://www.nasdaq.com/market-activity/stocks/fbiop
First National Corporation Common Stock,FXNC,"127,410,007",https://www.nasdaq.com/market-activity/stocks/fxnc
"ARC Document Solutions, Inc. Common Stock",ARC,"127,166,916",https://www.nasdaq.com/market-activity/stocks/arc
XBiotech Inc. Common Stock,XBIT,"126,922,140",https://www.nasdaq.com/market-activity/stocks/xbit
"Anixa Biosciences, Inc. Common Stock",ANIX,"126,765,690",https://www.nasdaq.com/market-activity/stocks/anix
"Vigil Neuroscience, Inc. Common Stock",VIGL,"126,647,296",https://www.nasdaq.com/market-activity/stocks/vigl
"Cyclacel Pharmaceuticals, Inc. 6% Convertible Preferred Stock",CYCCP,"126,428,220",https://www.nasdaq.com/market-activity/stocks/cyccp
"Omega Therapeutics, Inc. Common Stock",OMGA,"126,274,809",https://www.nasdaq.com/market-activity/stocks/omga
ARKO Corp. Warrant,ARKOW,"126,153,938",https://www.nasdaq.com/market-activity/stocks/arkow
FNCB Bancorp Inc. Common Stock,FNCB,"126,017,907",https://www.nasdaq.com/market-activity/stocks/fncb
Cel-Sci Corporation Common Stock,CVM,"125,711,858",https://www.nasdaq.com/market-activity/stocks/cvm
"VistaGen Therapeutics, Inc. Common Stock",VTGN,"125,657,127",https://www.nasdaq.com/market-activity/stocks/vtgn
"Wrap Technologies, Inc. Common Stock",WRAP,"125,568,240",https://www.nasdaq.com/market-activity/stocks/wrap
ArrowMark Financial Corp. Common Stock,BANX,"125,503,401",https://www.nasdaq.com/market-activity/stocks/banx
"Byrna Technologies, Inc. Common Stock",BYRN,"125,488,824",https://www.nasdaq.com/market-activity/stocks/byrn
William Penn Bancorporation Common Stock,WMPN,"125,153,208",https://www.nasdaq.com/market-activity/stocks/wmpn
Magnum Opus Acquisition Limited Class A Ordinary Shares,OPA,"124,531,557",https://www.nasdaq.com/market-activity/stocks/opa
I-MAB American Depositary Shares,IMAB,"124,486,904",https://www.nasdaq.com/market-activity/stocks/imab
Northern Star Investment Corp. II Class A Common stock,NSTB,"124,359,285",https://www.nasdaq.com/market-activity/stocks/nstb
Bragg Gaming Group Inc. Common Shares,BRAG,"124,346,824",https://www.nasdaq.com/market-activity/stocks/brag
Quest Resource Holding Corporation Common Stock,QRHC,"124,171,072",https://www.nasdaq.com/market-activity/stocks/qrhc
Adaptimmune Therapeutics plc American Depositary Shares,ADAP,"123,758,558",https://www.nasdaq.com/market-activity/stocks/adap
"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",LITB,"123,480,313",https://www.nasdaq.com/market-activity/stocks/litb
reAlpha Tech Corp. Common Stock,AIRE,"123,314,064",https://www.nasdaq.com/market-activity/stocks/aire
American Resources Corporation Class A Common Stock,AREC,"122,881,291",https://www.nasdaq.com/market-activity/stocks/arec
John Hancock Income Securities Trust Common Stock,JHS,"122,405,608",https://www.nasdaq.com/market-activity/stocks/jhs
High Tide Inc. Common Shares,HITI,"122,391,521",https://www.nasdaq.com/market-activity/stocks/hiti
PHX Minerals Inc. Common Stock,PHX,"121,731,119",https://www.nasdaq.com/market-activity/stocks/phx
"Aadi Bioscience, Inc. Common Stock",AADI,"121,648,266",https://www.nasdaq.com/market-activity/stocks/aadi
CoreCard Corporation Common Stock,CCRD,"121,287,916",https://www.nasdaq.com/market-activity/stocks/ccrd
"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",OCFT,"120,898,001",https://www.nasdaq.com/market-activity/stocks/ocft
"Alpha Teknova, Inc. Common Stock",TKNO,"120,757,868",https://www.nasdaq.com/market-activity/stocks/tkno
Arbe Robotics Ltd. Ordinary Shares,ARBE,"119,972,500",https://www.nasdaq.com/market-activity/stocks/arbe
AMCON Distributing Company Common Stock,DIT,"119,768,780",https://www.nasdaq.com/market-activity/stocks/dit
Radcom Ltd. Ordinary Shares,RDCM,"119,245,450",https://www.nasdaq.com/market-activity/stocks/rdcm
D-Wave Quantum Inc. Common Shares,QBTS,"119,071,692",https://www.nasdaq.com/market-activity/stocks/qbts
"Protalix BioTherapeutics, Inc. (DE) Common Stock",PLX,"118,911,962",https://www.nasdaq.com/market-activity/stocks/plx
DDC Enterprise Limited Class A Ordinary Shares,DDC,"118,741,485",https://www.nasdaq.com/market-activity/stocks/ddc
Westport Fuel Systems Inc Common Shares,WPRT,"118,507,307",https://www.nasdaq.com/market-activity/stocks/wprt
Abeona Therapeutics Inc. Common Stock,ABEO,"118,416,455",https://www.nasdaq.com/market-activity/stocks/abeo
"AdTheorent Holding Company, Inc. Common Stock",ADTH,"118,244,143",https://www.nasdaq.com/market-activity/stocks/adth
"PMV Pharmaceuticals, Inc. Common Stock",PMVP,"118,174,139",https://www.nasdaq.com/market-activity/stocks/pmvp
Investar Holding Corporation Common Stock,ISTR,"118,092,225",https://www.nasdaq.com/market-activity/stocks/istr
"DHI Group, Inc. Common Stock",DHX,"117,981,035",https://www.nasdaq.com/market-activity/stocks/dhx
