ticker_symbol,total_revenue,gross_profit,net_income,total_assets,total_liabilities,year
RLX,"$767,119","$331,592","$207,319","$2,356,089","$116,484",2022
RLX,"$1,336,970","$576,159","$317,684","$2,567,743","$447,201",2021
RLX,"$584,072","$233,579","-$19,588","$620,797","$390,112",2020
RLX,"$222,426","$83,401","$6,855","$207,317","$192,059",2019
CEIX,"$2,280,018","$1,148,355","$466,979","$2,704,377","$1,538,551",2022
CEIX,"$1,261,034","$411,923","$34,110","$2,573,517","$1,900,704",2021
CEIX,"$879,462","$171,273","-$9,755","$2,523,366","$1,969,847",2020
CEIX,"$1,375,559","$407,880","$76,001","$2,693,802","$2,258,603",2019
SPT,"$253,828","$193,970","-$50,240","$293,920","$151,583",2022
SPT,"$187,859","$141,071","-$28,702","$264,717","$119,507",2021
SPT,"$132,949","$98,032","-$31,655","$239,669","$87,570",2020
SPT,"$102,707","$74,553","-$46,807","$189,591","$61,461",2019
JOE,"$252,321","$106,423","$70,927","$1,430,839","$800,037",2022
JOE,"$266,996","$135,682","$74,553","$1,208,151","$600,742",2021
JOE,"$160,555","$82,779","$45,203","$1,037,324","$486,707",2020
JOE,"$127,085","$62,999","$26,775","$909,233","$389,712",2019
UPST,"$842,444","$842,444","-$108,665","$1,936,054","$1,263,619",2022
UPST,"$848,589","$848,589","$135,443","$1,820,455","$1,013,377",2021
UPST,"$233,416","$233,416","$5,983","$477,255","$177,003",2020
UPST,"$164,189","$164,189",-$466,"$393,462","$293,630",2019
APAM,"$983,373","$983,373","$206,755","$1,234,608","$837,107",2022
APAM,"$1,216,433","$1,216,433","$336,516","$1,208,047","$820,808",2021
APAM,"$888,763","$888,763","$212,617","$1,151,962","$877,732",2020
APAM,"$787,898","$787,898","$156,536","$933,619","$757,552",2019
KAI,"$904,739","$389,555","$120,928","$1,149,881","$496,032",2022
KAI,"$904,739","$389,555","$120,928","$1,132,212","$568,276",2022
KAI,"$786,579","$337,365","$84,043","$1,149,881","$496,032",2022
KAI,"$786,579","$337,365","$84,043","$1,132,212","$568,276",2022
KAI,"$635,028","$277,306","$55,196","$927,571","$432,212",2021
KAI,"$704,644","$293,760","$52,068","$939,387","$513,692",2019
ERF,"$2,353,374","$1,833,015","$914,302","$1,937,981","$861,368",2022
ERF,"$1,482,575","$1,061,833","$234,441","$1,990,084","$1,380,774",2021
ERF,"$553,739","$257,961","-$693,351","$1,152,418","$731,453",2020
ERF,"$945,894","$617,310","-$204,400","$1,978,640","$843,836",2019
TSEM,"$1,677,614","$466,308","$264,569","$2,547,608","$656,427",2022
TSEM,"$1,508,166","$329,118","$150,012","$2,231,241","$609,234",2021
TSEM,"$1,265,684","$233,318","$82,302","$2,094,149","$636,337",2020
TSEM,"$1,234,003","$229,671","$90,048","$1,932,833","$578,286",2019
WD,"$1,258,753",--,"$213,820","$4,045,359","$2,355,933",2022
WD,"$1,259,178",--,"$265,762","$5,205,989","$3,655,837",2021
WD,"$1,083,707",--,"$246,177","$4,650,975","$3,454,753",2020
WD,"$817,219",--,"$173,373","$2,675,199","$1,639,510",2019
FROG,"$280,040","$217,753","-$90,184","$871,221","$246,448",2022
FROG,"$206,683","$164,860","-$64,203","$852,528","$213,947",2021
FROG,"$150,827","$122,376","-$9,405","$689,231","$135,337",2020
FROG,"$104,716","$84,681","-$5,394","$238,040","$95,630",2019
AYX,"$855,354","$737,570","-$318,499","$1,557,284","$1,383,628",2022
AYX,"$536,135","$480,382","-$179,681","$1,599,688","$1,196,934",2021
AYX,"$495,308","$451,469","-$24,374","$1,465,295","$988,504",2020
AYX,"$417,910","$378,759","$27,143","$1,342,338","$917,431",2019
BE,"$1,199,125","$148,288","-$301,708","$1,946,627","$1,605,850",2022
BE,"$972,176","$197,581","-$164,473","$1,725,571","$1,561,046",2021
BE,"$794,247","$165,793","-$157,574","$1,454,387","$1,375,186",2020
BE,"$785,177","$97,587","-$304,414","$1,322,591","$1,581,742",2019
LLYVK,"$12,164,000","$5,932,000","$1,815,000","$42,464,000","$26,501,000",2022
LLYVK,"$11,400,000","$5,618,000","$398,000","$44,351,000","$29,104,000",2021
LLYVK,"$9,363,000","$4,448,000","-$1,421,000","$44,004,000","$28,913,000",2020
LLYVK,"$10,292,000","$5,044,000","$106,000","$44,189,000","$27,894,000",2019
CNS,"$566,906","$483,978","$171,042","$673,379","$250,490",2022
CNS,"$583,832","$507,941","$211,396","$492,687","$148,361",2021
CNS,"$427,536","$312,452","$76,584","$348,453","$123,549",2020
CNS,"$410,830","$355,593","$134,621","$402,419","$135,304",2019
TDW,"$647,684","$248,253","-$21,749","$1,297,656","$431,688",2022
TDW,"$371,033","$106,988","-$128,969","$1,095,780","$394,477",2021
TDW,"$397,038","$124,853","-$196,242","$1,251,177","$429,062",2020
TDW,"$486,549","$154,553","-$141,743","$1,579,528","$564,729",2019
GKOS,"$282,862","$213,883","-$99,195","$1,002,383","$472,378",2022
GKOS,"$294,011","$227,384","-$49,593","$1,049,698","$462,547",2021
GKOS,"$224,959","$133,240","-$120,348","$1,005,502","$338,053",2020
GKOS,"$236,984","$198,396","$15,424","$818,400","$145,128",2019
CD,,,,,,No data found
BTU,"$4,981,900","$1,691,100","$1,319,100","$5,610,800","$2,379,500",2022
BTU,"$3,318,300","$765,200","$371,400","$4,949,800","$3,188,000",2021
BTU,"$2,881,100","$356,200","-$1,873,800","$4,667,100","$3,737,500",2020
BTU,"$4,623,400","$1,086,800","-$185,100","$6,542,800","$3,929,000",2019
GTES,"$3,554,200","$1,250,600","$220,800","$7,191,600","$4,081,600",2022
GTES,"$3,554,200","$1,250,600","$220,800","$7,533,000","$4,433,300",2022
GTES,"$3,474,400","$1,339,200","$297,100","$7,191,600","$4,081,600",2022
GTES,"$3,474,400","$1,339,200","$297,100","$7,533,000","$4,433,300",2022
GTES,"$2,793,000","$1,034,700","$79,400","$7,426,300","$4,620,600",2021
GTES,"$3,087,100","$1,142,500","$690,100","$7,411,300","$4,760,300",2019
SFBS,"$592,674",--,"$251,504","$14,595,753","$13,298,357",2022
SFBS,"$449,757",--,"$207,734","$15,448,806","$14,297,291",2021
SFBS,"$419,138",--,"$169,569","$11,932,654","$10,940,302",2020
SFBS,"$414,785",--,"$149,243","$8,947,653","$8,105,473",2019
POWWP,"$191,440","$55,409","-$4,596","$412,335","$39,739",2023
POWWP,"$240,269","$88,764","$33,247","$414,178","$39,875",2022
POWWP,"$62,482","$11,387","-$7,812","$179,379","$19,032",2021
POWWP,"$14,780","-$3,676","-$14,557","$41,106","$21,847",2020
CXM,"$618,190","$454,465","-$55,742","$1,024,991","$475,659",2023
CXM,"$492,394","$344,843","-$111,470","$920,046","$404,197",2022
CXM,"$386,930","$264,848","-$37,970","$597,013","$403,160",2021
CXM,"$324,276","$201,117","-$39,754","$268,256","$290,607",2020
ADNT,"$15,395,000","$1,033,000","$205,000","$9,424,000","$6,821,000",2023
ADNT,"$14,121,000","$807,000","-$120,000","$9,158,000","$6,738,000",2022
ADNT,"$13,680,000","$826,000","$1,108,000","$10,778,000","$7,820,000",2021
ADNT,"$12,670,000","$592,000","-$547,000","$10,261,000","$8,683,000",2020
VTMX,,,,,,No data found
OLK,"$139,848","$94,499","-$12,851","$476,290","$65,605",2022
OLK,"$94,973","$58,209","-$38,339","$539,778","$64,102",2021
OLK,"$54,067","$36,611","-$6,780","$425,325","$125,625",2020
OLK,,,,,,
BNL,"$407,513","$385,740","$122,115","$5,457,609","$2,364,691",2022
BNL,"$382,876","$364,417","$102,426","$4,618,648","$2,041,356",2021
BNL,"$321,637","$300,423","$51,181","$4,258,483","$1,959,378",2020
BNL,"$298,815","$252,706","$79,394","$3,917,858","$2,250,244",2019
CUK,"$12,168,000","$411,000","-$6,093,000","$51,703,000","$44,638,000",2022
CUK,"$1,908,000","-$2,747,000","-$9,501,000","$53,344,000","$41,199,000",2021
CUK,"$5,595,000","-$2,650,000","-$10,236,000","$53,593,000","$33,038,000",2020
CUK,"$20,825,000","$7,916,000","$2,990,000","$45,058,000","$19,692,000",2019
NSA,"$801,569","$590,544","$103,737","$6,070,007","$4,421,806",2022
NSA,"$585,671","$430,406","$105,253","$5,562,594","$3,787,365",2021
NSA,"$432,222","$308,736","$48,609","$3,513,577","$2,544,620",2020
NSA,"$387,896","$277,549","$3,983","$3,084,245","$2,164,615",2019
AMED,,,,,,No data found
APPN,"$467,991","$334,685","-$150,920","$594,214","$448,514",2022
APPN,"$369,259","$265,166","-$88,641","$504,519","$270,602",2021
APPN,"$304,573","$215,807","-$33,477","$512,521","$215,916",2020
APPN,"$260,352","$166,511","-$50,714","$371,485","$166,248",2019
SPR,"$5,029,600","$48,600","-$545,700","$6,666,200","$6,913,700",2022
SPR,"$3,953,000","-$117,800","-$540,800","$7,737,300","$7,289,000",2021
SPR,"$3,404,800","-$440,700","-$893,200","$8,383,900","$7,527,400",2020
SPR,"$7,863,100","$1,076,700","$530,100","$7,606,000","$5,844,600",2019
TPH,"$4,348,533","$1,158,056","$576,418","$4,719,940","$1,887,551",2022
TPH,"$3,982,235","$989,571","$484,210","$4,336,223","$1,888,602",2021
TPH,"$3,260,447","$725,603","$294,034","$4,021,980","$1,789,443",2020
TPH,"$3,083,015","$607,275","$207,187","$3,858,690","$1,672,160",2019
KTB,"$2,631,444","$1,134,368","$245,493","$1,582,261","$1,331,504",2022
KTB,"$2,631,444","$1,134,368","$245,493","$1,533,024","$1,384,886",2022
KTB,"$2,475,916","$1,107,726","$195,423","$1,582,261","$1,331,504",2022
KTB,"$2,475,916","$1,107,726","$195,423","$1,533,024","$1,384,886",2022
KTB,"$2,097,839","$863,689","$67,923","$1,545,816","$1,461,175",2021
KTB,"$2,548,839","$1,004,374","$96,654","$1,517,156","$1,447,899",2019
GH,"$449,538","$293,213","-$654,588","$1,609,985","$1,549,805",2022
GH,"$373,653","$250,741","-$405,670","$2,204,499","$1,559,494",2021
GH,"$286,730","$194,195","-$253,783","$2,271,781","$916,186",2020
GH,"$214,375","$143,655","-$75,651","$962,535","$114,542",2019
BANF,"$603,567",--,"$193,100","$12,387,863","$11,137,027",2022
BANF,"$497,053",--,"$167,630","$9,405,612","$8,233,878",2021
BANF,"$464,336",--,"$99,586","$9,212,357","$8,144,472",2020
BANF,"$473,886",--,"$134,879","$8,565,758","$7,560,769",2019
TGNA,"$3,279,245","$1,586,024","$630,469","$7,328,896","$4,239,756",2022
TGNA,"$2,991,093","$1,392,334","$476,955","$6,917,646","$4,381,611",2021
TGNA,"$2,937,780","$1,434,493","$482,778","$6,848,699","$4,775,671",2020
TGNA,"$2,299,497","$1,071,260","$286,235","$6,953,976","$5,363,599",2019
WIRE,"$3,017,555","$1,112,421","$717,841","$2,018,732","$200,066",2022
WIRE,"$2,592,721","$867,746","$541,422","$1,530,536","$191,447",2021
WIRE,"$1,276,948","$194,535","$76,067","$966,454","$128,725",2020
WIRE,"$1,274,994","$165,971","$58,129","$883,154","$104,058",2019
PLTK,"$2,615,500","$1,879,800","$275,300","$2,697,600","$3,266,200",2022
PLTK,"$2,583,000","$1,854,000","$308,500","$2,803,300","$3,181,000",2021
PLTK,"$2,371,500","$1,659,300","$92,100","$1,776,200","$3,019,700",2020
PLTK,"$1,887,600","$1,321,300","$288,900","$1,480,300","$3,095,800",2019
ACIW,"$1,421,901","$725,830","$142,177","$3,209,895","$2,016,708",2022
ACIW,"$1,370,598","$731,727","$127,791","$3,158,741","$1,913,964",2021
ACIW,"$1,294,322","$671,863","$72,660","$3,386,903","$2,180,306",2020
ACIW,"$1,258,294","$640,841","$67,062","$3,257,534","$2,127,566",2019
IBOC,"$712,915",--,"$300,232","$15,501,476","$13,456,717",2022
IBOC,"$620,429",--,"$253,922","$16,046,236","$13,737,755",2021
IBOC,"$577,587",--,"$167,319","$14,029,467","$11,851,469",2020
IBOC,"$647,227",--,"$205,104","$12,112,894","$9,994,841",2019
CVI,"$10,896,000","$1,130,000","$463,000","$4,119,000","$3,328,000",2022
CVI,"$7,242,000","$218,000","$25,000","$3,906,000","$3,136,000",2021
CVI,"$3,930,000","-$189,000","-$256,000","$3,978,000","$2,759,000",2020
CVI,"$6,364,000","$702,000","$380,000","$3,905,000","$2,237,000",2019
BDC,"$2,606,485","$916,289","$254,822","$3,161,675","$2,018,664",2022
BDC,"$2,301,260","$771,843","$64,317","$3,417,677","$2,462,390",2021
BDC,"$1,752,192","$575,622","-$55,058","$3,139,734","$2,389,153",2020
BDC,"$2,131,278","$793,505","-$377,015","$3,406,759","$2,446,912",2019
HCC,"$1,738,738","$1,001,086","$641,298","$2,028,095","$580,580",2022
HCC,"$1,059,216","$476,035","$150,881","$1,464,211","$592,228",2021
HCC,"$782,738","$123,832","-$35,761","$1,393,936","$668,695",2020
HCC,"$1,268,309","$517,736","$301,699","$1,344,264","$578,682",2019
KMPR,"$5,576,800","-$128,200","-$301,200","$13,364,000","$10,920,800",2022
KMPR,"$5,793,000","-$25,900","-$120,500","$14,916,500","$10,908,800",2021
KMPR,"$5,205,700","$781,600","$409,900","$14,341,900","$9,778,500",2020
KMPR,"$5,039,200","$831,200","$531,100","$12,989,100","$9,016,800",2019
CWT,"$846,431","$545,621","$96,011","$3,850,752","$2,533,162",2022
CWT,"$790,909","$499,185","$101,125","$3,623,271","$2,456,740",2021
CWT,"$794,307","$502,199","$96,831","$3,394,248","$2,472,904",2020
CWT,"$714,557","$443,900","$63,116","$3,111,308","$2,331,402",2019
PAGP,"$57,342,000","$2,851,000","$168,000","$29,207,000","$14,569,000",2022
PAGP,"$42,078,000","$2,509,000","$60,000","$29,978,000","$15,801,000",2021
PAGP,"$23,290,000","$1,783,000","-$568,000","$25,951,000","$14,761,000",2020
PAGP,"$33,669,000","$2,914,000","$331,000","$29,969,000","$15,484,000",2019
AWR,"$491,528","$356,226","$78,396","$2,034,374","$1,324,825",2022
AWR,"$498,853","$366,403","$94,347","$1,900,983","$1,215,036",2021
AWR,"$488,243","$357,038","$86,425","$1,791,603","$1,149,930",2020
AWR,"$473,869","$346,696","$84,342","$1,641,331","$1,039,801",2019
ARCH,"$3,724,593","$1,385,730","$1,330,914","$2,433,108","$1,067,528",2022
ARCH,"$2,208,042","$628,206","$337,573","$2,117,160","$1,433,294",2021
ARCH,"$1,467,592","$89,113","-$344,615","$1,722,472","$1,438,911",2020
ARCH,"$2,294,352","$421,335","$233,799","$1,867,756","$1,227,220",2019
KRYS,--,--,"-$139,975","$558,450","$36,219",2022
KRYS,--,--,"-$69,570","$626,295","$32,719",2021
KRYS,--,--,"-$32,167","$310,844","$18,760",2020
KRYS,--,--,"-$19,088","$209,023","$6,109",2019
GEF,"$6,349,500","$1,285,400","$376,700","$5,469,900","$3,659,800",2022
GEF,"$5,556,100","$1,093,000","$390,700","$5,815,800","$4,216,100",2021
GEF,"$4,515,000","$914,700","$108,800","$5,510,900","$4,290,200",2020
GEF,"$4,595,000","$959,900","$171,000","$5,426,700","$4,214,300",2019
LBRT,"$4,149,228","$1,000,192","$399,602","$2,575,932","$1,080,915",2022
LBRT,"$2,470,782","$220,856","-$179,244","$2,040,660","$827,418",2021
LBRT,"$965,787","$107,806","-$115,583","$1,889,942","$739,305",2020
LBRT,"$1,990,346","$369,166","$39,003","$1,283,429","$728,602",2019
VSAT,"$2,556,158","$721,404","$1,084,806","$7,730,337","$3,906,027",2023
VSAT,"$2,417,179","$705,904","-$15,534","$6,389,346","$3,755,480",2022
VSAT,"$1,920,878","$565,189","$3,691","$5,349,467","$2,997,998",2021
VSAT,"$2,309,238","$699,551",-$212,"$4,883,868","$2,856,081",2020
SEM,"$6,333,538","$733,377","$158,994","$7,665,293","$6,509,328",2022
SEM,"$6,204,515","$919,366","$402,225","$7,360,171","$6,211,157",2021
SEM,"$5,531,713","$821,341","$258,995","$7,655,399","$6,196,748",2020
SEM,"$5,453,922","$812,920","$148,449","$7,340,288","$5,594,775",2019
YELP,"$1,193,506","$1,087,801","$36,347","$1,015,922","$305,598",2022
YELP,"$1,031,839","$953,742","$39,671","$1,050,528","$299,210",2021
YELP,"$872,933","$815,747","-$19,424","$1,154,947","$300,413",2020
YELP,"$1,014,194","$951,784","$40,881","$1,070,700","$315,709",2019
LLYVA,"$12,164,000","$5,932,000","$1,815,000","$42,464,000","$26,501,000",2022
LLYVA,"$11,400,000","$5,618,000","$398,000","$44,351,000","$29,104,000",2021
LLYVA,"$9,363,000","$4,448,000","-$1,421,000","$44,004,000","$28,913,000",2020
LLYVA,"$10,292,000","$5,044,000","$106,000","$44,189,000","$27,894,000",2019
DOC,"$515,373","$344,273","$104,366","$5,096,877","$2,223,899",2022
DOC,"$440,198","$302,790","$83,965","$5,182,709","$2,339,320",2021
DOC,"$421,134","$292,936","$66,117","$4,413,950","$1,744,364",2020
DOC,"$404,379","$279,560","$74,483","$4,346,581","$1,909,733",2019
VIRT,"$2,041,717","$2,041,717","$265,026","$10,583,241","$9,241,342",2022
VIRT,"$2,591,812","$2,591,812","$476,878","$10,319,971","$8,770,583",2021
VIRT,"$3,025,947","$3,025,947","$649,197","$9,965,798","$8,497,258",2020
VIRT,"$1,237,594","$1,237,594","-$58,595","$9,609,370","$8,677,996",2019
BRFS,"$10,190,829","$1,540,348","-$595,033","$10,957,800","$8,718,515",2022
BRFS,"$8,679,229","$1,740,132","$78,525","$10,036,515","$8,452,022",2021
BRFS,"$7,598,803","$1,725,814","$293,596","$9,561,608","$7,864,805",2020
BRFS,"$8,314,560","$1,977,793","$40,402","$10,383,608","$8,391,557",2019
STNG,"$1,562,873","$1,239,148","$637,251","$4,559,163","$2,052,355",2022
STNG,"$540,786","$205,946","-$234,435","$5,013,969","$3,177,041",2021
STNG,"$915,892","$582,144","$94,124","$5,158,624","$3,092,856",2020
STNG,"$704,325","$409,794","-$48,490","$5,164,010","$3,187,021",2019
ITGR,"$1,376,096","$359,006","$66,377","$2,794,386","$1,376,930",2022
ITGR,"$1,221,079","$336,970","$96,808","$2,582,215","$1,227,518",2021
ITGR,"$1,073,442","$285,707","$77,258","$2,371,857","$1,100,802",2020
ITGR,"$1,258,094","$355,010","$96,336","$2,353,093","$1,200,605",2019
MP,"$527,510","$435,292","$289,004","$2,237,787","$925,153",2022
MP,"$331,952","$255,699","$135,037","$1,889,666","$880,934",2021
MP,"$134,310","$70,512","-$21,825","$1,074,288","$220,411",2020
MP,"$73,411","$12,150","-$6,755","$101,794","$119,816",2019
FIBK,"$1,184,700",--,"$202,200","$32,287,800","$29,214,000",2022
FIBK,"$656,000",--,"$192,100","$19,671,900","$17,685,300",2021
FIBK,"$680,300",--,"$161,200","$17,648,700","$15,688,900",2020
FIBK,"$696,600",--,"$181,000","$14,644,200","$12,630,300",2019
CNO,"$3,576,800","$1,918,500","$396,800","$33,339,200","$31,938,400",2022
CNO,"$4,122,200","$1,931,500","$441,000","$36,204,400","$30,944,700",2021
CNO,"$3,821,100","$1,663,200","$301,800","$35,339,900","$29,855,700",2020
CNO,"$4,015,800","$1,598,800","$409,400","$33,630,900","$28,953,900",2019
WNS,"$1,224,262","$422,736","$137,308","$1,504,448","$703,312",2023
WNS,"$1,109,800","$374,635","$132,101","$1,164,492","$410,489",2022
WNS,"$912,643","$325,438","$102,617","$1,106,148","$422,056",2021
WNS,"$928,258","$344,338","$116,769","$1,012,329","$425,219",2020
GHC,"$3,924,493","$1,266,775","$64,242","$6,582,215","$2,859,850",2022
GHC,"$3,185,974","$1,071,453","$369,989","$7,425,525","$3,025,292",2021
GHC,"$2,889,121","$977,015","$307,029","$6,444,119","$2,682,129",2020
GHC,"$2,932,099","$983,853","$339,519","$5,931,236","$2,607,171",2019
CABO,"$1,706,043","$1,706,043","$234,118","$6,913,890","$5,155,917",2022
CABO,"$1,605,836","$1,605,836","$291,824","$6,953,994","$5,160,899",2021
CABO,"$1,325,229","$1,325,229","$304,391","$4,488,338","$2,993,039",2020
CABO,"$1,167,997","$1,167,997","$178,582","$3,151,831","$2,310,262",2019
PBH,"$1,127,725","$625,294","-$82,306","$3,353,729","$1,906,645",2023
PBH,"$1,086,812","$620,646","$205,381","$3,670,681","$2,093,070",2022
PBH,"$943,365","$547,472","$164,682","$3,429,273","$2,070,975",2021
PBH,"$963,010","$552,223","$142,281","$3,513,905","$2,342,934",2020
ASB,"$1,427,622",--,"$366,122","$39,405,727","$35,390,237",2022
ASB,"$1,130,553",--,"$350,994","$35,104,253","$31,079,399",2021
ASB,"$1,426,896",--,"$306,771","$33,419,783","$29,328,850",2020
ASB,"$1,553,434",--,"$326,790","$32,386,478","$28,464,355",2019
ZGN,"$1,593,246","$371,945","$69,670","$2,589,945","$1,808,369",2022
ZGN,"$1,469,724","$297,267","-$145,177","$2,794,933","$2,062,228",2021
ZGN,"$1,241,583","$238,078","-$56,944","$2,954,954","$2,165,718",2020
ZGN,,,,,,
LITE,"$1,767,000","$569,000","-$131,600","$4,632,100","$3,276,300",2023
LITE,"$1,712,600","$788,600","$198,900","$4,162,200","$2,287,200",2022
LITE,"$1,742,800","$783,100","$397,300","$3,551,600","$1,578,800",2021
LITE,"$1,678,600","$650,200","$135,500","$3,292,600","$1,543,400",2020
KLIC,"$742,491","$358,655","$57,148","$1,499,777","$325,216",2023
KLIC,"$1,503,620","$748,320","$433,545","$1,588,599","$393,949",2022
KLIC,"$1,517,664","$696,986","$367,161","$1,601,631","$506,394",2021
KLIC,"$623,176","$297,975","$52,300","$1,054,566","$296,572",2020
LCII,"$5,207,143","$1,273,289","$394,974","$3,246,912","$1,865,904",2022
LCII,"$4,472,697","$1,043,035","$287,739","$3,288,094","$2,195,219",2021
LCII,"$2,796,166","$706,090","$158,440","$2,298,031","$1,389,705",2020
LCII,"$2,371,482","$539,202","$146,509","$1,862,595","$1,061,923",2019
BUR,"$241,838","$241,838","$30,506","$4,288,359","$2,545,775",2022
BUR,"$158,683","$158,683","-$28,751","$3,741,504","$2,045,632",2021
BUR,"$288,814","$288,814","$143,275","$3,267,585","$1,504,827",2020
BUR,"$326,421","$326,421","$180,795","$3,039,439","$1,537,759",2019
ZIONP,"$3,337,000",--,"$907,000","$89,545,000","$84,652,000",2022
ZIONP,"$2,970,000",--,"$1,129,000","$93,200,000","$85,737,000",2021
ZIONP,"$2,942,000",--,"$539,000","$81,479,000","$73,593,000",2020
ZIONP,"$3,245,000",--,"$816,000","$69,172,000","$61,819,000",2019
SHOO,"$2,122,009","$873,836","$216,061","$1,257,988","$426,435",2022
SHOO,"$1,866,142","$767,497","$190,678","$1,355,542","$543,444",2021
SHOO,"$1,201,814","$464,541","-$18,397","$1,137,761","$361,175",2020
SHOO,"$1,787,157","$686,017","$141,311","$1,278,647","$450,146",2019
GMS,"$5,329,252","$1,725,945","$332,991","$3,267,008","$1,992,251",2023
GMS,"$4,634,875","$1,488,275","$273,442","$3,104,399","$2,039,901",2022
GMS,"$3,298,823","$1,062,703","$105,560","$2,483,898","$1,661,436",2021
GMS,"$3,241,307","$1,063,214","$23,381","$2,324,454","$1,690,473",2020
KOS,"$2,245,355","$1,842,299","$226,551","$4,579,988","$3,792,140",2022
KOS,"$1,332,013","$986,007","-$77,836","$4,940,651","$4,411,414",2021
KOS,"$804,033","$465,556","-$411,586","$3,867,593","$3,427,439",2020
KOS,"$1,499,416","$1,096,803","-$55,777","$4,317,232","$3,475,530",2019
PIPR,"$1,425,638","$1,425,638","$110,674","$2,181,557","$1,127,484",2022
PIPR,"$2,031,061","$2,031,061","$278,514","$2,565,307","$1,503,097",2021
PIPR,"$1,238,213","$1,238,213","$40,504","$1,997,140","$1,167,715",2020
PIPR,"$834,566","$834,566","$111,711","$1,628,719","$897,436",2019
FORM,"$747,937","$296,009","$50,738","$1,008,228","$199,943",2022
FORM,"$769,674","$322,767","$83,924","$1,020,520","$204,740",2021
FORM,"$693,616","$287,920","$78,523","$963,217","$219,133",2020
FORM,"$589,464","$237,496","$39,346","$839,882","$198,885",2019
ZD,"$1,390,997","$1,195,443","$63,757","$3,533,270","$1,640,659",2022
ZD,"$1,416,722","$1,228,669","$496,714","$3,770,280","$1,802,548",2021
ZD,"$1,158,829","$980,426","$150,668","$3,665,331","$2,454,313",2020
ZD,"$1,050,464","$863,132","$218,806","$3,505,846","$2,194,654",2019
GO,"$3,578,101","$1,092,099","$65,052","$2,772,404","$1,662,190",2022
GO,"$3,578,101","$1,092,099","$65,052","$2,669,808","$1,660,536",2022
GO,"$3,079,582","$948,786","$62,310","$2,772,404","$1,662,190",2022
GO,"$3,079,582","$948,786","$62,310","$2,669,808","$1,660,536",2022
GO,"$3,134,640","$973,347","$106,713","$2,485,624","$1,563,317",2021
GO,"$2,559,617","$787,102","$15,419","$2,185,529","$1,440,145",2019
CXT,"$3,374,900","$1,339,800","$401,100","$4,390,200","$2,488,800",2022
CXT,"$3,408,000","$1,287,700","$435,400","$4,486,600","$2,654,300",2021
CXT,"$2,936,900","$1,006,200","$181,000","$4,615,000","$3,086,100",2020
CXT,"$3,074,500","$1,132,300","$133,300","$4,423,700","$2,950,000",2019
CBZ,"$1,411,979","$223,367","$105,354","$1,879,124","$1,165,672",2022
CBZ,"$1,104,925","$159,290","$70,887","$1,627,934","$923,386",2021
CBZ,"$963,897","$138,546","$78,299","$1,513,754","$811,134",2020
CBZ,"$948,424","$124,928","$70,714","$1,400,774","$741,536",2019
CATY,"$908,095",--,"$360,642","$21,947,976","$19,473,936",2022
CATY,"$721,114",--,"$298,304","$20,886,723","$18,440,472",2021
CATY,"$743,394",--,"$228,860","$19,043,134","$16,624,990",2020
CATY,"$814,018",--,"$279,135","$18,094,144","$15,799,861",2019
HL,"$718,905","$116,156","-$37,348","$2,927,172","$948,205",2022
HL,"$807,473","$217,801","$35,095","$2,728,808","$968,021",2021
HL,"$691,873","$161,100","-$9,457","$2,700,210","$986,425",2020
HL,"$673,266","$33,830","-$94,909","$2,637,308","$944,885",2019
HTZ,"$8,685,000","$3,176,000","$2,059,000","$22,497,000","$19,852,000",2022
HTZ,"$7,336,000","$2,919,000","$366,000","$19,783,000","$16,806,000",2021
HTZ,"$5,258,000","-$195,000","-$1,714,000","$16,908,000","$16,852,000",2020
HTZ,"$9,779,000","$1,911,000","-$58,000","$24,627,000","$22,858,000",2019
MAC,"$859,164","$501,481","-$66,068","$8,094,139","$5,228,366",2022
MAC,"$847,437","$491,391","$14,263","$8,345,655","$5,298,788",2021
MAC,"$786,026","$463,238","-$230,203","$9,184,005","$6,926,956",2020
MAC,"$927,462","$589,120","$96,820","$8,853,571","$6,221,309",2019
KFY,"$2,863,836","$2,596,909","$209,529","$3,574,444","$1,926,373",2023
KFY,"$2,643,455","$2,512,319","$326,360","$3,464,546","$1,920,200",2022
KFY,"$1,819,946","$1,738,017","$114,454","$3,056,526","$1,690,137",2021
KFY,"$1,977,330","$1,846,846","$104,946","$2,743,828","$1,522,447",2020
DNA,"$477,706","$273,490","-$2,104,929","$2,539,321","$803,044",2022
DNA,"$313,837","$184,147","-$1,830,047","$2,070,990","$565,625",2021
DNA,"$76,657","$61,046","-$126,609","$675,153","$213,777",2020
DNA,,,,,,
AX,"$1,277,626",--,"$307,165","$20,348,469","$18,431,310",2023
AX,"$773,091",--,"$240,716","$17,401,165","$15,758,192",2022
AX,"$723,124",--,"$215,707","$14,265,565","$12,864,629",2021
AX,"$725,826",--,"$183,438","$13,851,900","$12,621,054",2020
MEOH,"$4,311,188","$865,087","$462,288","$6,631,480","$4,202,023",2022
MEOH,"$4,414,559","$1,075,049","$555,911","$6,089,620","$4,134,889",2021
MEOH,"$2,649,963","$294,840","-$125,327","$5,696,051","$4,254,594",2020
MEOH,"$3,283,514","$483,577","$116,366","$5,196,615","$3,566,255",2019
AXNX,"$273,702","$197,665","-$59,698","$659,353","$89,214",2022
AXNX,"$180,290","$115,718","-$80,067","$547,945","$65,507",2021
